,loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0,6.952204704284668,2.6367034912109375,0.26586148142814636,0.5156175494194031
1,0.25460609793663025,0.5045850872993469,0.23214241862297058,0.48181161284446716
2,0.19514791667461395,0.4417555034160614,0.17086903750896454,0.4133630692958832
3,0.168503075838089,0.4104912579059601,0.14296449720859528,0.3781064748764038
4,0.1540568768978119,0.39250078797340393,0.18585918843746185,0.4311138987541199
5,0.13604433834552765,0.36884188652038574,0.14241141080856323,0.3773743510246277
6,0.13579429686069489,0.36850276589393616,0.13547711074352264,0.36807215213775635
7,0.13145190477371216,0.36256295442581177,0.11774884909391403,0.3431455194950104
8,0.12165025621652603,0.3487839698791504,0.10845436155796051,0.3293240964412689
9,0.11896656453609467,0.3449153006076813,0.10930152237415314,0.3306078016757965
10,0.11180873960256577,0.3343781530857086,0.1098998561501503,0.3315114676952362
11,0.11034570634365082,0.33218324184417725,0.11091906577348709,0.3330451548099518
12,0.10973834246397018,0.331267774105072,0.10168878734111786,0.31888678669929504
13,0.11052742600440979,0.33245664834976196,0.09130170196294785,0.30216172337532043
14,0.10090562701225281,0.3176564574241638,0.10046978294849396,0.31696969270706177
15,0.09937001019716263,0.3152301013469696,0.08287020027637482,0.2878718376159668
16,0.09768586605787277,0.31254738569259644,0.08002733439207077,0.28289103507995605
17,0.09293276816606522,0.3048487603664398,0.08476868271827698,0.29115062952041626
18,0.08947775512933731,0.29912832379341125,0.10644293576478958,0.3262559473514557
19,0.09236576408147812,0.30391737818717957,0.08322710543870926,0.28849107027053833
20,0.08404666185379028,0.2899080216884613,0.07085997611284256,0.2661953866481781
21,0.08098094165325165,0.28457149863243103,0.07424362748861313,0.27247685194015503
22,0.0787629708647728,0.2806474268436432,0.09032554179430008,0.30054208636283875
23,0.07669397443532944,0.27693676948547363,0.06538879126310349,0.2557123303413391
24,0.07167045027017593,0.26771336793899536,0.0652427226305008,0.2554265558719635
25,0.0691799744963646,0.2630208730697632,0.06474529206752777,0.2544509768486023
26,0.07858588546514511,0.28033173084259033,0.06671764701604843,0.2582975924015045
27,0.0721513107419014,0.2686099708080292,0.06024198606610298,0.2454424351453781
28,0.06508370488882065,0.2551150918006897,0.06300349533557892,0.2510049641132355
29,0.06542304903268814,0.25577929615974426,0.05293890833854675,0.23008456826210022
30,0.0611739382147789,0.24733366072177887,0.05820675939321518,0.24126076698303223
31,0.0566384419798851,0.23798832297325134,0.0488099530339241,0.22092974185943604
32,0.05740223079919815,0.23958761990070343,0.046724360436201096,0.2161581814289093
33,0.057633694261312485,0.240070179104805,0.04601864889264107,0.21451957523822784
34,0.05371458828449249,0.2317640781402588,0.05067640170454979,0.22511419653892517
35,0.05392587184906006,0.23221944272518158,0.04733595624566078,0.2175682783126831
36,0.05024659261107445,0.22415751218795776,0.04626115411520004,0.21508406102657318
37,0.04852539300918579,0.22028480470180511,0.042673785239458084,0.20657634735107422
38,0.04878822714090347,0.22088056802749634,0.054212868213653564,0.23283657431602478
39,0.04596959426999092,0.21440520882606506,0.0538998618721962,0.2321634441614151
40,0.0444348007440567,0.21079564094543457,0.047058455646038055,0.2169296145439148
41,0.04482012242078781,0.21170763671398163,0.04831555485725403,0.21980799734592438
