,loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0,7256.3330078125,85.18411254882812,0.3113076090812683,0.5579494833946228
1,0.4958508014678955,0.7041667699813843,0.2506965100765228,0.5006960034370422
2,0.34678274393081665,0.5888826251029968,0.2472379058599472,0.4972302317619324
3,0.32237815856933594,0.567783534526825,0.22849096357822418,0.4780072867870331
4,0.3089873194694519,0.5558663010597229,0.19749465584754944,0.4444037079811096
5,0.26562097668647766,0.515384316444397,0.24424898624420166,0.4942155182361603
6,0.27111056447029114,0.5206828117370605,0.1802012175321579,0.4245011508464813
7,0.24513129889965057,0.49510735273361206,0.19696855545043945,0.4438113868236542
8,0.24175375699996948,0.49168461561203003,0.2002340704202652,0.44747522473335266
9,0.2591368854045868,0.5090548992156982,0.18008573353290558,0.4243651032447815
10,0.23369881510734558,0.4834240674972534,0.1702326238155365,0.4125925600528717
11,0.41697537899017334,0.6457363367080688,0.1719387173652649,0.414654940366745
12,0.2862890362739563,0.5350598692893982,0.20656558871269226,0.4544948637485504
13,0.2185661941766739,0.4675106406211853,0.17176295816898346,0.4144429564476013
14,0.20695585012435913,0.4549240171909332,0.15439915657043457,0.3929365873336792
15,0.21062393486499786,0.4589378237724304,0.175336554646492,0.41873207688331604
16,0.20655407011508942,0.45448219776153564,0.16172443330287933,0.4021497666835785
17,0.19743002951145172,0.44433099031448364,0.1468561887741089,0.3832181990146637
18,0.1988406479358673,0.4459155201911926,0.15651924908161163,0.39562514424324036
19,0.1870197206735611,0.4324577748775482,0.1510477513074875,0.3886486291885376
20,0.18757174909114838,0.4330955445766449,0.16108718514442444,0.40135666728019714
21,0.17932367324829102,0.4234662652015686,0.13902798295021057,0.37286457419395447
22,0.17108646035194397,0.4136259853839874,0.13862517476081848,0.37232401967048645
23,0.1766657829284668,0.42031627893447876,0.11805085837841034,0.3435853123664856
24,0.169355571269989,0.4115283489227295,0.13984936475753784,0.37396439909935
25,0.16417759656906128,0.40518835186958313,0.12037737667560577,0.34695443511009216
26,0.1622246354818344,0.4027712047100067,0.11450635641813278,0.3383878767490387
27,0.16333645582199097,0.40414905548095703,0.14725956320762634,0.38374415040016174
28,0.1554737240076065,0.39430156350135803,0.13124990463256836,0.36228427290916443
29,0.15676413476467133,0.395934522151947,0.11773563176393509,0.3431262671947479
30,0.14569739997386932,0.38170328736305237,0.11292867362499237,0.33604860305786133
31,0.14430567622184753,0.37987586855888367,0.13629752397537231,0.3691849410533905
32,0.14813850820064545,0.3848876655101776,0.1188553124666214,0.3447539806365967
33,0.14463204145431519,0.3803052008152008,0.14986491203308105,0.38712388277053833
34,0.1402408331632614,0.37448742985725403,0.12763379514217377,0.35725873708724976
